block_number,slot,block_datetime_utc,block_timestamp_unix,age_raw,age_seconds_at_scrape,blobs_count,blobs_percent,txn_count,fee_recipient,gas_used,gas_used_percent,gas_limit,base_fee_gwei,reward_eth,burnt_fees_eth,burnt_fees_percent,source_page,source_row,source_url,scraped_at_utc,congestion_ratio,rolling_avg_txn_5,rolling_avg_txn_20,rolling_avg_gas_used_5,rolling_avg_gas_used_20,rolling_avg_base_fee_5,rolling_avg_base_fee_20,rolling_avg_congestion_5,rolling_avg_congestion_20,txn_change_1,gas_used_change_1,base_fee_change_1,txn_volatility_20,gas_used_volatility_20,base_fee_volatility_20,short_term_congestion_indicator,congestion_proxy_1h,congestion_proxy_24h,congestion_proxy_1h_window_blocks,congestion_proxy_24h_window_blocks,congestion_flag_high,congestion_flag_low,congestion_level,one_hour_high_congestion_flag,twenty_four_hour_high_congestion_flag,txn_momentum_5_20,gas_used_momentum_5_20,base_fee_momentum_5_20,congestion_momentum_5_20,utilization_trend_20,gas_used_to_recent_avg,txn_to_recent_avg,base_fee_to_recent_avg,base_fee_spike_flag,gas_used_spike_flag,txn_spike_flag,recent_reward_avg_20,recent_burnt_fees_avg_20,block_interval_seconds,hour_utc,day_of_week_utc,is_weekend_utc,target_next_block_number,target_next_gas_used,target_next_base_fee_gwei,target_next_congestion_ratio,target_next_congestion_flag_high
24888476,14122613,2026-04-15T23:22:59+00:00,1776295379,2 hrs ago,7200,6,29,191,BuilderNet,23572966,39.29,60000000,0.047,0.00661,0.001112,14.4,8,35,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3928827667,194.2,197.4,27727879,28961211.6,0.0466,0.04825,0.4621313167,0.4827513063,-43,-10483181,0.001,66.47586028,10874367.77,0.002547057125,0,0.4989177399,0.5058469174,300,4263,0,1,low,0,0,-3.2,-1233332.6,-0.00165,-0.02061998968,-0.08986853968,0.8139495794,0.9675785208,0.9740932642,0,0,0,0.0072725,0.0013992,12,23,2,0,24888477,26372025,0.045,0.4399633889,0
24888477,14122614,2026-04-15T23:23:11+00:00,1776295391,2 hrs ago,7200,0,0,227,Titan Builder,26372025,44,59941408,0.045,0.00668,0.001211,15.33,8,34,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4399633889,187.8,197.1,26563090.6,29273838.1,0.046,0.04795,0.4428041044,0.4879668412,36,2799059,-0.002,66.3278976,10704229.81,0.002558808316,0,0.4989843618,0.5058314663,300,4264,0,0,medium,0,0,-9.3,-2710747.5,-0.00195,-0.04516273671,-0.04800345224,0.9008735004,1.151699645,0.9384775808,0,0,0,0.007177,0.00140835,12,23,2,0,24888478,38347722,0.045,0.6391293072,0
24888478,14122615,2026-04-15T23:23:23+00:00,1776295403,2 hrs ago,7200,5,24,178,Titan Builder,38347722,63.91,59999943,0.045,0.00424,0.001735,29,8,33,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.6391293072,200.4,186.25,32232666.2,29567593.05,0.0454,0.04775,0.5372971526,0.4928627616,-49,11975697,0,48.39098573,10867354.83,0.002624404694,0,0.4999903676,0.5058627202,300,4265,0,0,medium,0,0,14.15,2665073.15,-0.00235,0.04443439091,0.1462665455,1.296951089,0.955704698,0.942408377,0,1,0,0.0069545,0.00141555,12,23,2,0,24888479,20888009,0.046,0.3481334833,0
24888479,14122616,2026-04-15T23:23:35+00:00,1776295415,2 hrs ago,7200,0,0,191,Titan Builder,20888009,34.81,60000000,0.046,0.0078,0.000978,11.14,8,32,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3481334833,204.2,188.05,28647373.8,29506182.15,0.0458,0.0476,0.4775422792,0.4918392466,13,-17459713,0.001,47.86175404,10912664.47,0.002634387974,0,0.4983153067,0.5058257466,300,4266,0,1,low,0,0,16.15,-858808.35,-0.0018,-0.01429696742,-0.1437057633,0.7079197469,1.015687317,0.9663865546,0,0,0,0.00719,0.0014097,12,23,2,0,24888480,46054781,0.045,0.7675796833,0
24888480,14122617,2026-04-15T23:23:47+00:00,1776295427,2 hrs ago,7200,6,29,218,BuilderNet,46054781,76.76,60000000,0.045,0.00728,0.002074,22.15,8,31,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.7675796833,201,187.2,31047100.6,30348435.5,0.0456,0.0475,0.5175377259,0.5058768025,27,25166772,-0.001,47.16630153,11491965.31,0.002692582404,0,0.4995589415,0.5058870904,300,4267,0,0,medium,0,0,13.8,698665.1,-0.0019,0.01166092341,0.2617028809,1.517533943,1.164529915,0.9473684211,0,1,0,0.007009,0.00144345,12,23,2,0,24888481,22102830,0.048,0.3683805,0
24888481,14122618,2026-04-15T23:23:59+00:00,1776295439,2 hrs ago,7200,0,0,136,quasarbuilder,22102830,36.84,60000000,0.048,0.00606,0.001062,14.91,8,30,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3683805,190,185.5,30753073.4,30029467.05,0.0458,0.04755,0.5126372726,0.5005606616,-82,-23951951,0.003,48.35338664,11627075.49,0.002692118125,0,0.4993477049,0.5058548723,300,4268,0,1,low,0,0,4.5,723606.35,-0.00175,0.01207661091,-0.1321801616,0.7360380377,0.7331536388,1.009463722,0,0,0,0.0069025,0.0014286,12,23,2,0,24888482,31220759,0.046,0.5203459833,0
24888482,14122619,2026-04-15T23:24:11+00:00,1776295451,2 hrs ago,7200,4,19,178,Titan Builder,31220759,52.03,60000000,0.046,0.00664,0.001451,17.93,8,29,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.5203459833,180.2,184.6,31722820.2,30382487.65,0.046,0.0475,0.5287137914,0.5064443383,42,9117929,-0.002,48.31707773,11550449.82,0.002711088342,0,0.4996727833,0.5058582668,300,4269,0,0,medium,0,0,-4.4,1340332.55,-0.0015,0.02226945313,0.01390164502,1.027590609,0.9642470206,0.9684210526,0,0,0,0.0064145,0.00144385,12,23,2,0,24888483,27143877,0.046,0.45239795,0
24888483,14122620,2026-04-15T23:24:23+00:00,1776295463,2 hrs ago,7200,0,0,174,Titan Builder,27143877,45.24,60000000,0.046,0.00454,0.001268,21.83,8,28,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.45239795,179.4,189.4,29482051.2,31075361.2,0.0462,0.0475,0.49136752,0.5179922308,-4,-4076882,0,41.82032998,10901534.16,0.002711088342,0,0.4997365528,0.5058457469,300,4270,0,0,medium,0,0,-10,-1593310,-0.0013,-0.02662471081,-0.06559428081,0.8734854866,0.9186906019,0.9684210526,0,0,0,0.0065355,0.0014765,12,23,2,0,24888484,13296611,0.046,0.2218268046,0
24888484,14122621,2026-04-15T23:24:35+00:00,1776295475,2 hrs ago,7200,6,29,191,Titan Builder,13296611,22.18,59941408,0.046,0.00439,0.000614,12.26,8,27,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.2218268046,179.4,185.9,27963771.6,28793559,0.0462,0.04765,0.4661061843,0.4799250202,17,-13847266,0,38.47713607,9520482.272,0.002535251467,0,0.4996581642,0.5057792475,300,4271,0,1,low,0,0,-6.5,-829787.4,-0.00145,-0.01381883599,-0.2580982156,0.4617911596,1.027434104,0.9653725079,0,0,0,0.006376,0.00138035,12,23,2,0,24888485,26998737,0.042,0.4499793775,0
24888485,14122622,2026-04-15T23:24:47+00:00,1776295487,2 hrs ago,7200,0,0,244,Titan Builder,26998737,45,59999943,0.042,0.00801,0.001159,12.63,8,26,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4499793775,184.6,186.25,24152562.8,28446175,0.0456,0.04735,0.4025861231,0.4741352814,53,13702126,-0.004,38.96905824,9452638.736,0.002815581645,0,0.499350171,0.5057661857,300,4272,0,0,medium,0,0,-1.65,-4293612.2,-0.00175,-0.07154915833,-0.02415590393,0.9491166036,1.310067114,0.8870116156,0,0,0,0.0062065,0.0013564,12,23,2,0,24888486,54028871,0.042,0.9004811833,1
24888486,14122623,2026-04-15T23:24:59+00:00,1776295499,2 hrs ago,7200,7,33,210,0x954E078b...c0653fCB3,54028871,90.05,60000000,0.042,0.00328,0.002291,41.12,8,25,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.9004811833,199.4,190.15,30537771,29289569.75,0.0444,0.047,0.5090062597,0.4881918606,-34,27030134,0,37.20789567,10842849.87,0.003016620626,0,0.5011321546,0.5058585599,300,4273,1,0,high,0,0,9.25,1248201.25,-0.0026,0.02081439917,0.4122893228,1.84464543,1.10439127,0.8936170213,0,1,0,0.0061795,0.0013798,12,23,2,0,24888487,42879526,0.046,0.715357337,0
24888487,14122624,2026-04-15T23:25:11+00:00,1776295511,2 hrs ago,7200,0,0,303,Titan Builder,42879526,71.54,59941408,0.046,0.00805,0.002,19.9,8,24,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.715357337,224.4,195.35,32869524.4,29607976.9,0.0444,0.0468,0.5480085305,0.4935335749,93,-11149345,0.004,44.61196588,11139687,0.002942787794,0,0.5022880232,0.5059075769,300,4274,0,0,medium,0,0,29.05,3261547.5,-0.0024,0.05447495555,0.221823762,1.448242349,1.551062196,0.9829059829,0,1,1,0.006404,0.0013876,12,23,2,0,24888488,28487661,0.049,0.4747948011,0
24888488,14122625,2026-04-15T23:25:23+00:00,1776295523,2 hrs ago,7200,6,29,109,Titan Builder,28487661,47.48,59999943,0.049,0.00561,0.0014,19.96,8,23,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4747948011,211.4,189.3,33138281.2,28940383,0.045,0.0467,0.5524879007,0.4824070325,-194,-14391865,0.003,47.60682724,10780962.14,0.00283019434,0,0.5019191846,0.5059002991,300,4275,0,0,medium,0,0,22.1,4197898.2,-0.0017,0.07008086821,-0.00761223142,0.9843567378,0.5758055996,1.049250535,0,0,0,0.006079,0.00134905,12,23,2,0,24888489,30471414,0.048,0.5078569,0
24888489,14122626,2026-04-15T23:25:35+00:00,1776295535,2 hrs ago,7200,0,0,304,BuilderNet,30471414,50.79,60000000,0.048,0.00684,0.001489,17.87,8,22,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.5078569,234,196.55,36573241.8,29340102.5,0.0454,0.0464,0.6096939198,0.4890690241,195,1983753,-0.001,53.15776049,10681658.17,0.002310844002,0,0.5029053209,0.5059007567,300,4276,0,0,medium,0,0,37.45,7233139.3,-0.001,0.1206248956,0.01878787586,1.038558539,1.546680234,1.034482759,0,0,1,0.0061885,0.0013623,12,23,2,0,24888490,34207707,0.048,0.57012845,0
24888490,14122627,2026-04-15T23:25:47+00:00,1776295547,2 hrs ago,7200,0,0,258,BuilderNet,34207707,57.01,60000000,0.048,0.01234,0.001674,11.94,8,21,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.57012845,236.8,202.2,38015035.8,30205145.25,0.0466,0.0462,0.6337237343,0.5034864033,-46,3736293,0,53.38314341,10334646.34,0.00196468827,0,0.5024956398,0.5059157737,300,4277,0,0,medium,0,0,34.6,7809890.55,0.0004,0.130237331,0.06664204669,1.132512581,1.275964392,1.038961039,0,0,0,0.0066325,0.0014014,12,23,2,0,24888491,28724500,0.049,0.4787416667,0
24888491,14122628,2026-04-15T23:25:59+00:00,1776295559,2 hrs ago,7200,0,0,271,Titan Builder,28724500,47.87,60000000,0.049,0.00649,0.001431,18.06,8,20,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4787416667,249,208.15,32954161.6,30493221.25,0.048,0.0462,0.5493758309,0.50828767,13,-5483207,0.001,54.08352337,10208285.6,0.00196468827,0,0.5026965358,0.5059094216,300,4278,0,0,medium,0,0,40.85,2460940.35,0.0018,0.04108816096,-0.02954600331,0.9419962478,1.301945712,1.060606061,0,0,0,0.006727,0.0014157,12,23,2,0,24888492,33735177,0.049,0.56225295,0
24888492,14122629,2026-04-15T23:26:11+00:00,1776295571,2 hrs ago,7200,6,29,111,Titan Builder,33735177,56.23,60000000,0.049,0.00631,0.001671,20.92,8,19,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.56225295,210.6,200.75,31125291.8,30570181.75,0.0486,0.04625,0.5187549535,0.509570345,-160,5010677,0,56.68233852,10226618.14,0.002021756662,0,0.5030036476,0.5059225891,300,4279,0,0,medium,0,0,9.85,555110.05,0.00235,0.009184608569,0.05268260502,1.103532104,0.5529265255,1.059459459,0,0,0,0.006565,0.00142135,12,23,2,0,24888493,27654164,0.05,0.4609027333,0
24888493,14122630,2026-04-15T23:26:23+00:00,1776295583,2 hrs ago,7200,0,0,351,BuilderNet,27654164,46.09,60000000,0.05,0.00464,0.001391,23.03,8,18,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4609027333,259,212.55,30958592.4,31452897.75,0.0488,0.04635,0.51597654,0.5242822783,240,-6081013,0.001,61.92533811,9114425.344,0.002151162476,0,0.5031646712,0.5059120704,300,4280,0,0,medium,0,0,46.45,-494305.35,0.00245,-0.008305738309,-0.06337954498,0.8792246813,1.651376147,1.078748652,0,0,1,0.0064025,0.0014665,12,23,2,0,24888494,18315903,0.049,0.30526505,0
24888494,14122631,2026-04-15T23:26:35+00:00,1776295595,2 hrs ago,7200,11,52,152,Titan Builder,18315903,30.53,60000000,0.049,0.00401,0.000912,18.54,8,17,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.30526505,228.6,211.55,28527490.2,30427969.35,0.049,0.0466,0.47545817,0.5072001383,-199,-9338261,-0.001,62.7283628,9377721.72,0.002154065923,0,0.502209117,0.5058652012,300,4281,0,1,low,0,0,17.05,-1900479.15,0.0024,-0.03174196831,-0.2019350883,0.6019429949,0.7185062633,1.051502146,0,0,0,0.0064865,0.0014252,12,23,2,0,24888495,17862454,0.047,0.2979985722,0
24888495,14122632,2026-04-15T23:26:47+00:00,1776295607,2 hrs ago,7200,0,0,138,Titan Builder,17862454,29.8,59941408,0.047,0.00879,0.000847,8.78,8,16,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.2979985722,204.6,206.75,25258439.6,29618284.7,0.0488,0.04665,0.4210321944,0.4937199444,-14,-453449,-0.002,64.47547984,9722268.283,0.002151162476,0,0.5017915059,0.5058166569,300,4282,0,1,low,0,0,-2.15,-4359845.1,0.00215,-0.07268774998,-0.1957213722,0.60308874,0.6674727932,1.00750268,0,0,0,0.0064305,0.0013885,12,23,2,0,24888496,45430684,0.044,0.7586590577,0
24888496,14122633,2026-04-15T23:26:59+00:00,1776295619,2 hrs ago,7200,0,0,430,BuilderNet,45430684,75.87,59882873,0.044,0.0036,0.002044,36.16,8,15,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.7586590577,236.4,218.7,28599676.4,30711170.6,0.0478,0.0465,0.4770156726,0.512008759,292,27568230,-0.003,80.58480006,10198156.97,0.002224859546,0,0.5026015847,0.5058756909,300,4283,0,0,medium,0,0,17.7,-2111494.2,0.0013,-0.03499308633,0.2466502987,1.479288582,1.966163695,0.9462365591,0,1,1,0.00628,0.0014351,12,23,2,0,24888497,35334006,0.047,0.5894763033,0
24888497,14122634,2026-04-15T23:27:11+00:00,1776295631,2 hrs ago,7200,5,24,256,BuilderNet,35334006,58.95,59941351,0.047,0.01182,0.001693,12.52,8,14,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.5894763033,265.4,220.15,28919442.2,31159269.65,0.0474,0.0466,0.4824603433,0.5194844047,-174,-10096678,0.003,80.98103173,10194544.33,0.0022,0,0.503439823,0.5058952055,300,4284,0,0,medium,0,0,45.25,-2239827.45,0.0008,-0.03702406139,0.06999189858,1.133980558,1.162843516,1.008583691,0,0,0,0.006537,0.0014592,12,23,2,0,24888498,51566693,0.048,0.8594465163,1
24888498,14122635,2026-04-15T23:27:23+00:00,1776295643,2 hrs ago,7200,2,10,180,Titan Builder,51566693,85.94,59999886,0.048,0.00531,0.002526,32.19,8,13,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.8594465163,231.2,220.25,33701948,31820218.2,0.047,0.04675,0.5621690999,0.5305002651,-76,16232687,0.001,80.93013963,11033192.42,0.002188035649,0,0.5058877211,0.5059777145,300,4285,1,0,high,0,0,10.95,1881729.8,0.00025,0.03166883474,0.3289462511,1.620563777,0.8172531215,1.026737968,0,1,0,0.0065905,0.00149875,12,23,2,0,24888499,16792024,0.053,0.2798670667,0
24888499,14122636,2026-04-15T23:27:35+00:00,1776295655,2 hrs ago,7200,0,0,165,Titan Builder,16792024,27.99,60000000,0.053,0.00452,0.000896,16.55,8,12,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.2798670667,233.8,218.95,33397172.2,31615418.95,0.0478,0.0471,0.5570895032,0.5270869443,-15,-34774669,0.005,81.59563407,11269696.69,0.002567099531,0,0.5065783613,0.5059249589,300,4286,0,1,low,0,0,14.85,1781753.25,0.0007,0.03000255891,-0.2472198776,0.5311340023,0.7535967116,1.125265393,0,0,0,0.0064265,0.00149465,12,23,2,0,24888500,34229621,0.05,0.5704936833,0
24888500,14122637,2026-04-15T23:27:47+00:00,1776295667,2 hrs ago,7200,5,24,181,Titan Builder,34229621,57.05,60000000,0.05,0.00689,0.001727,20.04,8,11,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.5704936833,242.4,217.1,36670605.6,31024160.95,0.0484,0.04735,0.6115885254,0.5172326443,16,17437597,-0.003,82.01457188,10796917.21,0.00259374247,0,0.5058386645,0.5059400204,300,4287,0,0,medium,0,0,25.3,5646444.65,0.00105,0.09435588113,0.05326103903,1.10332141,0.833717181,1.055966209,0,0,0,0.006407,0.0014773,12,23,2,0,24888501,25281544,0.051,0.4213590667,0
24888501,14122638,2026-04-15T23:27:59+00:00,1776295679,2 hrs ago,7200,1,5,271,Titan Builder,25281544,42.14,60000000,0.051,0.00571,0.001298,18.51,8,10,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.4213590667,210.6,223.85,32640777.6,31183096.65,0.0498,0.0475,0.5441285272,0.5198815726,90,-8948077,0.001,80.60538133,10687260.45,0.002711088342,0,0.5059382233,0.5059202954,300,4288,0,0,medium,0,0,-13.25,1457680.95,0.0023,0.0242469546,-0.09852250597,0.8107451381,1.21063212,1.073684211,0,0,0,0.0063895,0.0014891,12,23,2,0,24888502,20576852,0.05,0.3429475333,0
24888502,14122639,2026-04-15T23:28:11+00:00,1776295691,2 hrs ago,7200,0,0,180,Titan Builder,20576852,34.29,60000000,0.05,0.00965,0.001036,9.68,8,9,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3429475333,195.4,223.95,29689346.8,30650901.3,0.0504,0.0477,0.4948227733,0.5110116501,-91,-4704692,-0.001,80.5496586,10934297.16,0.002740437921,0,0.5066890367,0.5058822975,300,4289,0,1,low,0,0,-28.55,-961554.5,0.0027,-0.01618887689,-0.1680641168,0.6713294268,0.8037508372,1.048218029,0,0,0,0.00654,0.00146835,12,23,2,0,24888503,18916141,0.048,0.3152690167,0
24888503,14122640,2026-04-15T23:28:23+00:00,1776295703,2 hrs ago,7200,0,0,142,Titan Builder,18916141,31.53,60000000,0.048,0.01114,0.000915,7.58,8,8,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3152690167,187.8,222.35,23159236.4,30239514.5,0.0504,0.0478,0.3859872733,0.5041552035,-38,-1660711,-0.002,81.8335353,11209811.96,0.002712931993,0,0.5052759104,0.5058378655,300,4290,0,1,low,0,0,-34.55,-7080278.1,0.0026,-0.1181679301,-0.1888861868,0.6255438063,0.6386327861,1.0041841,0,0,0,0.00687,0.0014507,12,23,2,0,24888504,24829251,0.046,0.41382085,0
24888504,14122641,2026-04-15T23:28:35+00:00,1776295715,2 hrs ago,7200,2,10,337,BuilderNet,24829251,41.38,60000000,0.046,0.00576,0.001145,16.57,8,7,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.41382085,222.2,229.65,24766681.8,30816146.5,0.049,0.0478,0.41277803,0.5137549057,195,5913110,-0.002,85.15590115,10603670.51,0.002712931993,0,0.5051910842,0.5058164213,300,4291,0,0,medium,0,0,-7.45,-6049464.7,0.0012,-0.1009768757,-0.09993405574,0.8057221236,1.467450468,0.9623430962,0,0,0,0.0069385,0.00147725,12,23,2,0,24888505,30901439,0.045,0.515527413,0
24888505,14122642,2026-04-15T23:28:47+00:00,1776295727,2 hrs ago,7200,0,0,257,BuilderNet,30901439,51.55,59941408,0.045,0.00577,0.001394,19.46,8,6,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.515527413,237.4,230.3,24101045.4,31011281.6,0.048,0.04795,0.4017847759,0.5170323075,-80,6072188,-0.001,85.31242582,10567472.91,0.002459166525,0,0.5057266946,0.5058186839,300,4292,0,0,medium,0,0,7.1,-6910236.2,5e-05,-0.1152475316,-0.001504894486,0.9964579793,1.115935736,0.9384775808,0,0,0,0.0068265,0.001489,12,23,2,0,24888506,42033284,0.045,0.7005553989,0
24888506,14122643,2026-04-15T23:28:59+00:00,1776295739,2 hrs ago,7200,14,67,165,Titan Builder,42033284,70.06,59999943,0.045,0.03075,0.001904,5.83,8,5,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.7005553989,216.2,228.05,27451393.4,30411502.25,0.0468,0.0481,0.4576240424,0.5070360183,-92,11131845,0,86.40455717,9533913.369,0.002165640783,0,0.5063409486,0.5058640454,300,4293,0,0,medium,0,0,-11.85,-2960108.85,-0.0013,-0.04941197592,0.1935193806,1.38215086,0.7235255426,0.9355509356,0,1,0,0.0082,0.00146965,12,23,2,0,24888507,23420604,0.047,0.3903434,0
24888507,14122644,2026-04-15T23:29:11+00:00,1776295751,2 hrs ago,7200,1,5,217,BuilderNet,23420604,39.03,60000000,0.047,0.02679,0.001114,3.99,8,4,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3903434,223.6,223.75,28020143.8,29438556.15,0.0462,0.04815,0.4671032157,0.4907853215,52,-18612680,0.002,84.69053961,9198909.29,0.002127792283,0,0.5069201819,0.5058371426,300,4294,0,1,low,0,0,-0.15,-1418412.35,-0.00195,-0.02368210574,-0.1004419215,0.7955758387,0.9698324022,0.9761163032,0,0,0,0.009137,0.00142535,12,23,2,0,24888508,13785111,0.046,0.22975185,0
24888508,14122645,2026-04-15T23:29:23+00:00,1776295763,2 hrs ago,7200,1,5,136,Titan Builder,13785111,22.98,60000000,0.046,0.00672,0.000638,8.66,8,3,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.22975185,222.4,225.1,26993937.8,28703428.65,0.0458,0.048,0.4499997824,0.4785331739,-81,-9635493,-0.001,83.04992474,9812534.171,0.002167948339,0,0.5054034991,0.5057728619,300,4295,0,1,low,0,0,-2.7,-1709490.85,-0.0022,-0.02853339152,-0.2487813239,0.4802600821,0.6041759218,0.9583333333,0,0,0,0.0091925,0.00138725,12,23,2,0,24888509,53455691,0.043,0.8909281833,1
24888509,14122646,2026-04-15T23:29:35+00:00,1776295775,2 hrs ago,7200,5,24,162,BuilderNet,53455691,89.09,60000000,0.043,0.01034,0.002306,18.23,8,2,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.8909281833,187.4,218,32719225.8,29852642.5,0.0452,0.04775,0.545421249,0.4976867381,26,39670580,-0.003,82.06521797,11200114.75,0.002426417112,0,0.5070113146,0.5058625164,300,4296,1,0,high,0,0,-30.6,2866583.3,-0.00255,0.04773451098,0.3932414453,1.7906519,0.7431192661,0.9005235602,0,1,0,0.0093675,0.0014281,12,23,2,0,24888510,19615610,0.047,0.3269268333,0
24888510,14122647,2026-04-15T23:29:47+00:00,1776295787,2 hrs ago,7200,3,14,232,BuilderNet,19615610,32.69,60000000,0.047,0.00781,0.000929,10.62,8,1,https://etherscan.io/blocks?ps=100&p=8,2026-04-16T01:50:36+00:00,0.3269268333,182.4,216.7,30462060,29123037.65,0.0456,0.0477,0.5077011331,0.4855266572,70,-33840081,0.004,81.62603751,11366695.19,0.002431049156,0,0.5064896887,0.5058208743,300,4297,0,1,low,0,0,-34.3,1339022.35,-0.0021,0.02217447587,-0.1585998239,0.6735427202,1.070604522,0.9853249476,0,0,0,0.009141,0.00139085,12,23,2,0,24888511,21457028,0.045,0.3576171333,0
24888511,14122648,2026-04-15T23:29:59+00:00,1776295799,2 hrs ago,7200,1,5,164,BuilderNet,21457028,35.76,60000000,0.045,0.004,0.000972,19.55,7,100,https://etherscan.io/blocks?ps=100&p=7,2026-04-16T01:50:36+00:00,0.3576171333,182.2,211.35,26346808.8,28759664.05,0.0456,0.0475,0.43911348,0.4794704306,-68,1841418,-0.002,81.39795759,11489132.37,0.002479919354,0,0.5063424075,0.5057863923,300,4298,0,1,low,0,0,-29.15,-2412855.25,-0.0019,-0.04035695057,-0.1218532972,0.7460806205,0.7759640407,0.9473684211,0,0,0,0.0090165,0.0013679,12,23,2,0,24888512,45827923,0.043,0.7637987167,0
24888512,14122649,2026-04-15T23:30:11+00:00,1776295811,2 hrs ago,7200,6,29,248,BuilderNet,45827923,76.38,60000000,0.043,0.0076,0.002002,20.85,7,99,https://etherscan.io/blocks?ps=100&p=7,2026-04-16T01:50:36+00:00,0.7637987167,188.4,218.2,30828272.6,29364301.35,0.0448,0.0472,0.5138045433,0.4895477189,84,24370895,-0.002,78.37320971,12040060.76,0.002638181192,0,0.5075415886,0.5058464091,300,4299,0,0,medium,0,0,-29.8,1463971.25,-0.0024,0.02425682443,0.2742509978,1.560667916,1.136571952,0.9110169492,0,1,0,0.009081,0.00138445,12,23,2,0,24888513,11810507,0.046,0.1968417833,0
24888513,14122650,2026-04-15T23:30:23+00:00,1776295823,2 hrs ago,7200,3,14,157,0x954E078b...c0653fCB3,11810507,19.68,60000000,0.046,0.00327,0.00055,14.38,7,98,https://etherscan.io/blocks?ps=100&p=7,2026-04-16T01:50:36+00:00,0.1968417833,192.6,208.5,30433351.8,28572118.5,0.0448,0.047,0.50722253,0.4763446714,-91,-34017416,0.003,73.16932417,12633133.65,0.002569046516,0,0.5061562699,0.5057745476,300,4300,0,1,low,0,0,-15.9,1861233.3,-0.0022,0.0308778586,-0.2795028881,0.4133577634,0.7529976019,0.9787234043,0,0,0,0.0090125,0.0013424,12,23,2,0,24888514,36360365,0.043,0.6060060833,0
24888514,14122651,2026-04-15T23:30:35+00:00,1776295835,2 hrs ago,7200,1,5,291,BuilderNet,36360365,60.6,60000000,0.043,0.07518,0.001565,2.04,7,97,https://etherscan.io/blocks?ps=100&p=7,2026-04-16T01:50:36+00:00,0.6060060833,218.4,215.45,27014286.6,29474341.6,0.0448,0.0467,0.45023811,0.4913817231,134,24549858,-0.003,74.06853245,12512210.06,0.002666458325,0,0.5065266847,0.5057978518,300,4301,0,0,medium,0,0,2.95,-2460055,-0.0019,-0.04114361307,0.1146243603,1.233627726,1.350661406,0.9207708779,0,0,0,0.012571,0.00137505,12,23,2,0,24888515,41691974,0.044,0.6948662333,0
